id,title,description
864,YARD / CUNO BODY,* Ask Cuno about the hanged man.
865,YARD / CUNO FRIDGE,Ask if Cuno knows a place you could stash the dead body.
866,YARD / CUNO SCENE,* Ask Cuno about the yard.
867,YARD / CUNO BEFRIEND WC,"Figure Cuno out WC
* opens getting speed
* ... buying pants"
868,YARD / CUNO SHACK,Talk to Cuno about the content relating to his shack (after you've been inside)
869,YARD / CUNO LOCUSTS,"Cuno's City of Locusts related content.
* Futile.
* I've been to shack and clicked on it."
870,YARD / CUNO SPEED,"Cuno's speed quest.
* Futile
* Initiation
* Reporting"
871,YARD / CUNO barks lost to cunoesse,"OBSOLETE

Now Cuno lockout is handled in greeting."
872,YARD / CUNOESSE postbody barks,Cunoesse barking at Cuno from behind the fence
873,YARD / CUNO postbody barks,"Cuno squats on the ground, high on speed."
874,APT / MAZOV BUST,"This is the bust of Kras Mazov. Finishes ""Find out if you're Kras Mazov"" task."
875,APT / WCW MAIN,"Working Class Woman in her room, apartment #20."
876,APT / TOMAS THE SPONSOR,"The sponsor, in Smoker's apartment #28."
877,APT / CUNO DAD,"Cuno's dad, loitering on the bed. Drugs. Sleeping with his eyes open. His face reminds you Cuno 30 years later. Also seems like he's dead. Hairy ginger chest, in undewear. Kim reacts. Hearing redcheck while he gurgles, success: he's trying to call you pigs. 


I talked to your dad boolean. / I was somehow able to not evade your dad."
878,APT / SMOKER DOOR,"DOOR, APARTMENT #28 (SMOKER ON THE BALCONY)"
879,APT / WCW DOOR,"DOOR, APARTMENT #20 (WORKING CLASS WOMAN)"
880,APT / CUNO DAD DOOR,"DOOR, APARTMENT #12"
881,APT / MAZOV DOOR,"DOOR, APARTMENT #11 (turns into door. can lockpick and get into?)

1. Use the wirecutters to cut the chain.
If you don't have them, the door suggests it. The chain is very flimsy. 
Exactly the same structure as other doors. 

1. Observe the padlock. - the weakness here is in chain.

Option to get a task if you do not have the chaincutters."
882,APT / EMPTY ROOM DOOR,APARTMENT #10. A door leading to the apt with a real estate agent.
883,APT / BATHROOM DOOR,
884,APT / SMOKER ON THE BALCONY,"Second meeting with the smoker on the balcony -- he's standing right in front of his apartment door, smoking."
885,BACKYARD ORB / daytime perception,You hear distant traffic. Night is falling on the city.
886,BACKYARD ORB / nighttime shivers,A maroon glow of light pollution rises from the east.
887,APT ORB / paint buckets,Buckets of paint on a layer of old newspapers.
888,APT ORB / canopy,An exquisite canopy bed made of metal.
889,APT ORB / newspaper,A quarterly business magazine.
890,PIER / APARTMENTS PIER DOOR,Approaching the door from outside.
891,APT / CLEANING LADY,Cleaning lady inside the apartment building. Part of her greeting is in PIER / APARTMENTS PIER DOOR dialogue.
892,APT / BACKYARD EXIT DOOR,An exit to the backyard. Approaching the door from inside.
893,APT / PIER EXIT DOOR,An exit to the pier. Approaching the door from inside.
894,BACKYARD / KIM APT DOOR barks,Kim barks after you discover that the door is locked.
895,APT / REAL ESTATE AGENT,A short conversation with the real estate agent. She tells you about some apartments.
896,APT / WRITING DESK IN CUNO'S APT,"2 bottles of speed on the table, in plain sight. A straw in the bottle. Low-quality trucker speed. Drugs have charges, this is a low-charge one. 0 bonus to your electrochem base-count of how many times you can use the drug.

FIND THE SPEED finishes when you click on the table. While you're taking that shit, Kim is already checking the other room. Kitsuragi love goes down if you take the drugs.

Table diag despaws after you've taken the drugs.

Habit-initiation dialogue. Electrochem tells you blast one already in this dialogue. Ask Argo (abt cigarette initiation dial). It should also teach you to put it in your hold slot. 

Global afterthought, electrochem pops up"
897,unfinished orb,Can't grab it it's upstairs orb - TO BE WRITTEN
898,APT ORB / abandoned apt shivers,This is a shivers orb showing the former tenant.
899,APT ORB / abandoned apt window,The sea below looks cold and winter-grey.
900,APT ORB / foreclosed apt fridge,The refrigerator has been cleaned out.
901,APT ORB / foreclosed apt table,An old grocery list on the table. And checks.
902,APT ORB / foreclosed apt logic,Logic wonders what happened in this apartment.
903,APT ORB / foreclosed apt door,"A note reads: ""Foreclosed by Martinaise Realty Associates."""
904,APT ORB / vacated apt door,Apt #8; their mailbox is overflowing.
905,APT ORB / locked apt door,The door #9 is locked.
906,APT ORB / hallway inland empire,"Feels eerie here, like someone's tracking you through a peephole..."
907,APT ORB / communist poster,A flamboyant poster of a white star. Real lithography.
908,APT ORB / communist photos,Photos of revolutionaries posing with guns.
909,APT ORB / communist star on the wall,Someone has drawn a five-pointed star on the wall.
910,APT ORB / encyclo logo of communism,The symbol of communism.
911,APT ORB / cleaning supplies,This box is filled with cleaning chemicals. Smells of laundry detergent.
912,APT ORB / cunos parents cereal box,A cereal box. Looks mouldy.
913,APT ORB / cunos parents erotica,"Glossy erotica covers the wall, wrinkled from moisture."
914,APT ORB / bathroom moss perc,Moss crawls on those bathroom tiles... actual moss.
915,APT ORB / bathroom sink,These shower curtains are covered in some sort of slime
916,APT ORB / hallway boots,"An old shoe rack. Boots, sneakers and old slippers."
917,APT ORB / hallway boots viscal,Hmm... These shoes come in three different sizes.
918,APT ORB / abandoned apt window night,Waves crashing in the darkness.
919,APT ORB / concept revolutionaries,Revolutionaries *love* to pose with their guns.
920,APT ORB / wearing fancy loafers,"Putting the shoes on gives a one time +1 to Indirect Modes of Taxation, you capitalist swine."
921,COAL ORB / labourer jeans equipped,"putting on the labourer pants make orb appear, similar to your own pants at beginning of game; in order to find gum wrapper in pocket"
922,INVENTORY / GUM WRAPPER,the chewing gum wrapper you can interact with whether you've messed with the ledger or not
923,KIM SWITCH / DEAD HUSBAND,After you have failed the redcheck when telling WCW about her dead husband.
924,APT ORB / electrochem after picking up speed,"Upon picking up the speed, electrochem chimes in. Needs a wa to go away if you give it up to cuno or take it yourself?"
925,APT ORB / critical theory books,"Books of 'critical theory' on the monstrosities of capital, and such."
926,APT ORB / cuno homework,*Kuuno de Ruyter* is the name on unfinished homework.
927,APT ORB / cuno homework perce,It's from two years ago.
928,APT ORB / door to apartment,"Apt #12. A loud, rumbling snore comes from within."
929,APT ORB / half light snoring,The snoring is... scary somehow. You should leave.
930,APT ORB / corkboard,Eviction notices and missing pets are plastered on top of each other.
931,APT ORB / killtherich,"The graffito says: ""A firing squad for the rich."""
932,APT ORB / stink,The air stinks with something sour...
933,APT ORB / aptbed,Looks like a fine mattress.
934,APT ORB / aptbedplasmidthought,Could it be *the phasmid*? No… Probably not.
935,APT ORB / aptbedbugs,Don't be ridiculous. You can hear it swarming with bugs.
936,BACKYARD ORB / cactus,"Someone's growing rosemary, thyme -- and a cactus."
937,BACKYARD ORB / cigarettestash,The breaker box is full of cigarette butts and electric wires.
938,BACKYARD ORB / balconydoornumber,This is the door to apartment #29.
939,BACKYARD ORB / windowcurtains,The curtains shift. Just a little. Someone is watching from within.
940,BACKYARD ORB / anotherbalconydoornumberthought,Voices from within. Singing along to some buoyant dance track.
941,BACKYARD ORB / anotherbalconydoornumber,This is the door to apartment #30.
942,COAL ORB / bed,Someone's been sleeping here -- recently.
943,COAL ORB / bedthought,Cindy?
944,COAL ORB / otherbedthought,The girl outside?
945,COAL ORB / coalpile,Enough coal to last for several winters. Smells of chemicals.
946,COAL ORB / shaft,A hundred tiny feet scurrying beneath the grate. The rats of the city.
947,COAL ORB / drugbox,Fire! Suddenly you feel the box is on *fire*... why?
948,APT ORB / rugcoat,This is the fifth Shivers in the coat quest. It is Very Difficult.
949,APT / WCW barks,
950,APT ORB / soup,Some leftovers kept warm on a stove top.
951,APT ORB / fake plants,Fake house plants made of plastic.
952,APT ORB / kitchen smell,Smells like buckwheat and onions here.
953,APT ORB / windows,Windows covered in old newspaper clippings.
954,APT ORB / windows logic,Can't they afford curtains?
955,APT ORB / biology textbook,A textbook for high school. Mathematics. Trigonometry mostly.
956,APT ORB / posters,Posters of contemporary pop stars adorn the walls.
957,APT ORB / books,Someone here is an avid reader of science fiction.
958,APT ORB / hum aid,Packages of humanitarian aid macaronis.
959,APT ORB / red astra,An empty pack of Red Astra cigarettes hidden under the bed.
960,APT ORB / bathroom smell,Expensive men's perfume lingers in the air.
961,APT ORB / painting,"An old photo of the same apartment, dated year '01."
962,APT ORB / dishes,Dishes soaked up in a pot.
963,APT ORB / takeaway food,Old takeaway food boxes.
964,APT ORB / ashtray,An empty ashtray.
965,APT ORB / notes on fridge,Dates for open lectures at a local university.
966,APT ORB / flyers on fridge,Flyers for underground parties.
967,APT ORB / drugsinbox,A blister pack of medicine peeks out of the box. You should take it!
968,BACKYARD / KIM BREAKING AND ENTERING barks,Kim bark after you enter the Communist Student room
969,APT ORB / bathroomdrugs,Mammi Mia! JACKPOT!
970,APT ORB / pathtonextroom,Someone has torn down the wall.
971,APT ORB / comebacklater,Just a door. Nothing for you here right now.
972,APT ORB / sadness empathy,A tinge of sadness -- this is a kids' room...
973,APT ORB / clock,The clock is ticking away with an odd cheerfulness.
974,APT ORB / clock concept,Its ticking makes you anxious. Rings hollow in the room.
975,APT ORB / balcony door,Cold is rushing in through the uninsulated balcony door.
976,APT ORB / heights,A chalk-drawn height chart for children's growth over the years.
977,APT ORB / red astra reaction,The same brand of cigarettes you found in the trash next to the deceased.
978,APT / smoker door orb,#28 -- A door to be remembered...
979,APT / TOMAS THE SPONSOR barks apt,Sponsor's barks inside apartment building.
980,BACKYARD ORB / twentyeight afterthought,Complete silence. Whoever lives here isn't home.
981,APT ORB / dont run,"Don't run, okay? Take it slow when exploring the apartment. Be respectful."
982,WHIRLING / KIM INTRO,"Downstairs ltn Kim Kitsuragi - precinct 57th's finest - is waiting to solve THE HANGED MAN with you as an inter-district co-op. It would appear Precinct 41 sent you to investigate the lynching of a ""Whitewater mercenary"" in ""Martinaise"". And that you are indeed a police officer. Kim briefs you on the case and your relationship begins - likely on the wrong foot, but not necessarily."
983,WHIRLING / KIM MAIN,These are the rest of Kims MAIN dialogues with you after he's in the squad.
984,WHIRLING / Kim barks,Kim tells you he has a menu for questions after he's in the team.
985,KIM SWITCH / DEBRIEF DAY ONE,"1. Kim smokes.
2. How did the day go? 
3. What are our powers and what is the RCM?
4. What is the Moralintern? 
5. What do you think of Martinaise, Kim?"
986,KIM SWITCH / END OF DAY,Kim wants to call it a day.
987,WHIRLING F1 / EXIT DOOR,"this is a crazy-ass exit-from-whirling door, god dammit."
988,KIM SWITCH / DAY TWO UNION,Kim blinks red when he's joined your team near the stairs. He wants to tell you the vigilantes have showed up and that you should talk to them -- but be careful. (Final warning about RCM non-presence in Martinaise.)
989,WHIRLING F1 / THE GARDENER MAIN,"The Gardener turns out to be a Union fixer. Slightly different model and portrait. Short *smug* dialogue directing you to Hardie, referencing last dialogue."
990,WHIRLING F1 / HARDIE,"Titus Hardie, leader of the militant union wing Hardie Boys. Mass dialogue + Gardener and Boys:

1) Admit they lynched the man because of a rape.
2) WHITE: Rhetoric to get them to tell you Klaasje was victim (Evrart makes easier -- leads to Klaasje, Klaasje betrays)
3) React to Klaasje's betrayal
4) WHITE: Suggestion to get them to counterbetray and reveal Assassination
5) something to get them to reveal Instigator (Ruby)"
991,WHIRLING F1 / SPARE WORKSHOP KEYS,Somewhere in the room are the previous owner's spare keys to the pinball workshop (door in kitchen). This is the (perc check hidden) dialogue where you find them. (One path to hidden access to roof)1) Mis-connect to instigator because of room
992,WHIRLING F1 / TITUS HARDIE barks,Titus barks:
993,WHIRLING F1 / ALAIN barks,ALAIN barks:
994,WHIRLING F1 / GLEN barks,Glen barks:
995,WHIRLING F1 / EUGENE barks,Eugene barks:
996,WHIRLING F1 / FIXER barks,Elizabeth barks:
997,WHIRLING F1 / ANGUS barks,Angus barks:
998,WHIRLING F1 / SHANKY barks,Shanky barks:
999,WHIRLING F1 / THEO barks,Theo barks:
1000,WHIRLING F1 / HARDIE TELLS YOU ABOUT LYNCHING,The Lynching HUB
1001,WHIRLING F1 / HARDIE SCAN THE ROOM,* Tracks viscal in the hanged man's sequence allows you to connect these guys to the tracks on the crime scene.
1002,WHIRLING F1 / HARDIE AFTER TALKING TO KLAASJE,"* Back from Klaasje.
* Get the doorgunner mixtape"
1003,WHIRLING F1 / RHETORIC WC,THE WHITECHECK TO MAKE SENSE OF THE SITUATION AND CONVINCE THE HARDIES TO COME CLEAN
1004,WHIRLING F1 / ADDITIONAL CONTENT,"* The Pigs
* Working class husband."
1005,PLAZA ORB / hardie volition afterthought,"*Why didn't anyone hear the shot?*
On plaza once ""convince hardie boys to tell you where ruby is = done"" and Klaasje is not arrested and Skillset Compromised is done too."
1006,WHIRLING F1 ORB / spitbowl,"It's a bowl. There's spit in it, reeking of tobacco."
1007,KIM SWITCH / TRIED SHOOTING YOURSELF,a quick switch if you tried to shoot yourself with an empty gun
1008,WHIRLING F1 /  HARDIE WC MODIFIERES,"* Evrart
* Play
* Bullet"
1009,WHIRLING F1 / HARDIE AUTHORITY WC,THE WHITE CHECK TO GET TO KLAASJE
1010,WHIRLING F1 /  MERC TRIBUNAL WARNING,WARNING THE BOYS ABOUT MERC TRIBUNAL
1011,WHIRLING F1 / GENERIC GLEN barks,Generic set of Glen barks after the whole dialogue sequence above is completed.
1012,WHIRLING F1 / GENERIC EUGENE barks,Generic set of Eugene barks after the whole dialogue sequence above is completed.
1013,WHIRLING F1 / LOGIC WHITE CHECK,The logic white check where you present your theory of how Ruby killed Lely and get the Hardie boys to give up her approximate location.
1014,WHIRLING F1 / union box wall,"Photos of men in overalls, toting guns and Union placards."
1015,WHIRLING F1 / hardie window clicked,You see hawthorn bushes outside. Hmm...
1016,CONTAINERYARD / EVRART,"Evrart Claire is the head of the Dockworkers' Union. Wealthy, lazy, smart cat - player.

In this dialogue you can:

* Enlist Evrart's aid to get the body down (he asks measurehead to do it).
* Get bent and earn a daily income by doing so (corrupt cop).
* Find out about the neighbourhood."
1017,EVRART ORB / nighttime desk,The desk has been cleaned out for the night.
1018,CONTAINERYARD / EASY-LEO,A simpleton dockyard-worker. Only person besides Evrart and Mega-Rich left in the container yard. He's making a banner.
1019,CONTAINERYARD / EVRART FAVORS,"""You seem to be very helpful, I got a favour to ask."""
1020,CONTAINERYARD / EVRART ME,"""You seem to know thing about me... Can I ask you about something?"""
1021,CONTAINERYARD / EVRART MR DU BOIS,"""You called, me *Mr. Du Bois*, why?"""
1022,CONTAINERYARD / EVRART HOW I GOT HERE,"""Aren't you going to ask me how I got in here?"""
1023,CONTAINERYARD / EVRART GUN,"""Let's talk about my lost gun.""
&
""Can I have my lost gun now?"""
1024,CONTAINERYARD / EVRART UNION,"""I wanna discuss some matters regarding the union with you."""
1025,CONTAINERYARD / EVRART MURDER,"""I wanna talk to you about the murder."""
1026,EVRART ORB / fishing rod,"This is not a fishing rod, is it? It's..."
1027,CONTAINERYARD / RICH GUY CONTAINER DOOR,"Here be the container door with which you converse good Sir, getting rhetorical awards you the ability to *drum-roll* enter the container!"
1028,CONTAINERYARD / LIGHT BENDING GUY,Dialogue with a man so rich that light literally bends around his face.
1029,EVRART ORB / nighttime desk logic,A smart man doesn't leave any incriminating documents behind.
1030,EVRART / COFFEE TABLE,a quick table interaction where you find a different key card to get out of the harbour at night.
1031,EVRART ORB / coffee table reaction,Look -- something forgotten on the coffee table.
1032,CONTAINERYARD / JOYCE,"""I met Joyce."""
1033,INVENTORY / DOCUMENTS,Interaction with the documents Evrart asks you to sign.
1034,EVART ORB / swordfishclock,A taxidermy fish that tells time.
1035,EVRART ORB / stairsup,A stair made of pallets leading up...
1036,EVRART ORB / coffeeday,The coffee in the giant thermoses is still lukewarm.
1037,CONTAINERYARD / LEO barks,Leo's barks
1038,EVRART ORB / fishing rod dialogue OBSOLETE,"Is that the Insulidian phasmid? Quick, try to catch it!"
1039,EVRART ORB / fishing rod convo,Quick attempt to catch the fishing rod...
1040,CONTAINERYARD / LEO new barks,Replacement barks for Leo to test out.
1041,CONTAINERYARD / CLOAK JUMP,"You see a policeman-cloak -- jump to it. Get it. If you're above, to be precise! Otherwise, you can just pick it up or whatever."
1042,CONTAINERYARD ORB / crane,You see faded industrial lettering on the platform: KVALSUND.
1043,OFFICE / FILE CABINET,THE FILE CABINET DIALOGUE
1044,OFFICE ORB / file cabinet,A standard office file cabinet. The drawers seem to be locked.
1045,WALKWAY ORB / party scene afterthought,Someone either had the most depressing solo-party... or there's a sequence killer on the loose.
1046,OFFICE ORB / typewriter and lamp setup,"This is a ""Dewy"" typewriter -- the model name is on the back."
1047,OFFICE ORB / couch2,Someone is habitually chilling next to the radio.
1048,OFFICE ORB / couch,A giant assprint on the pillow and a pattern of coffee rings on the armrest...
1049,OFFICE ORB / disconnected phone,A combination phone-and-punchclock setup.
1050,OFFICE ORB / electroentrance other side,The door is locked and cannot be opened from this side without a pass card.
1051,OFFICE ORB / locked door afterthought,Guess you have no choice but to talk to the Union leader.
1052,OFFICE ORB / strike fliers,"""EVERY WORKER = MEMBER OF THE BOARD"" is written at the top of the flyers."
1053,OFFICE ORB / strike fliers logo,"And at the bottom: the Union logo and ""DEMAND DEMOCRACY""!"
1054,WALKWAY ORB / equipping carabineer jacket,putting jacket on +1 to revacholian nationhood you fascist man
1055,WALKWAY ORB / collapsing doorway,This doorway is going to collapse soon.
1056,WALKWAY ORB / reinforcing pillars,Restoration pillars keep the ruins together.
1057,WALKWAY ORB / reaction collapse,This whole building is unstable. Don't run. Be careful.
1058,WALKWAY ORB / shelling damage,"This building was hit by shells from a naval cannon, a long time ago."
1059,CARGO / NIGHT WATCHMAN BOOTH,René's booth dialogue shall be in here
1060,CONTAINERYARD ORB / lightingrig,"A composite eye of halogen lights watches you, emitting a low buzz."
1061,CONTAINERYARD ORB / panel,"A panel that controls the cranes reads ""Éteindre,"" ""Allumer."""
1062,CONTAINERYARD ORB / cranepart,This speaker tower is silent. There is no work to organize in the yard below.
1063,CONTAINERYARD ORB / industrythought,The shipyard ahead is oddly quiet. The great machines are sleeping.
1064,CONTAINERYARD ORB / harbourthought,The musk of oil and rust comes from the chasm in front of you. Smells like blood.
1065,WALKWAY ORB / walkwaycoat,This is the third Shivers in the coat quest. It is a challenging orb.
1066,CONTAINERYARD / PANEL,very likely we need this panel to make mega-rich-light-bendy-guy container move.
1067,OFFICE / PUNCHCLOCK AND PHONE,For ten cents you can attempt an interfacing WC and call to a video rental you used to rent films from.
1068,OFFICE ORB / coffee machine,Someone left the coffee machine on.
1069,OFFICE ORB / coffee machine 2,The dark liquid in the pot looks almost sentient.
1070,OFFICE ORB / radio buzzing,The radio is emitting strange buzzing sounds.
1071,WALKWAY ORB / cigarette butts,At least three packs worth of cigarette butts.
1072,WALKWAY ORB / empty bottles,Numerous empty bottles of *Commodore Red* and *Potent Pilsner*.
1073,WALKWAY ORB / quiet harbour,"All around you, great machines in quiescence."
1074,CONTAINERYARD ORB / cargo belts,A pile of cargo belts used for heavy lifting -- one says VERMILLION.
1075,WALKWAY ORB / logic belt afterthought,
1076,CONTAINERYARD ORB / wildpinescargo,White pine trees are printed onto the screen covering. Looks like a forest under snow.
1077,CONTAINERYARD ORB / unionlogo,The banner sags under the weight of rain and snow: white waves on red.
1078,WALKWAY ORB / watertankfinal,Collecting rainwater.
1079,CONTAINERYARD ORB / coffeestuff,Industrial sized thermos. Smells like burnt coffee.
1080,CONTAINERYARD ORB / cranethought,KVALSUND means *Whale Fjord* in Ardan.
1081,PLAZA ORB / rain shivers,rain shivers
1082,PLAZA ORB / stone spheres,Enormous *boules* worthy of a real man.
1083,PLAZA ORB / doomed cellar y,There is something down there...
1084,PLAZA ORB / sea hearing,You hear the distant squall of seabirds.
1085,PLAZA ORB / crack,"Some great tectonic force has cracked the pavement, like an eggshell."
1086,PLAZA ORB / book pate,This is a book about pâté.
1087,PLAZA ORB / book offspring,This book is on the subject of raising your offspring properly.
1088,PLAZA ORB / book unimportant,"This book... you don’t really understand what it is about, nor does it seem important."
1089,PLAZA ORB / book boring,A book about boiadeiro culture. It promotes freedom and *roaming upstream*.
1090,PLAZA ORB / future book,A book about the future. The government reads your mind using radio technology.
1091,PLAZA ORB / book world conquering,A book about conquering the world by concentrating really hard.
1092,PLAZA ORB / book softcover,A soggy softcover. The sea air has ruined it.
1093,PLAZA ORB / book erotica,"This book has a rose, a pistol and a half naked dame on its cover."
1094,PLAZA ORB / book wholeness,"On the cover stands a very muscular man, surrounded by flames."
1095,PLAZA ORB / wholeness inland,The book is titled: 'Man from Hjelmdall and the Wild Fire.'
1096,PLAZA ORB / streetsign fuck the police,"The street sign reads: ""FUCK THE POLICE."""
1097,PLAZA ORB / streetsign pigs go home,"""PIGS GO HOME!"" The street name is illegible."
1098,PLAZA ORB / doomed number,Rue de Saint-Ghislaine 8B
1099,PLAZA ORB / whirling number,Closed for winter. Please use main entrance.
1100,PLAZA ORB / sign to roundabout,To: Roundabout North
1101,PLAZA ORB / sign to apts,To: Capeside apts; Martinaise pier
1102,PLAZA ORB / sign to gislaine,To: Rue de Saint-Ghislaine
1103,PLAZA ORB / crack inland,Maybe a sea monster did this to the plaza?
1104,PLAZA ORB / crack logic,The damage looks like it could've been caused by an earthquake.
1105,PLAZA ORB / doomed cellar scent,The musty smell of a potato cellar in spring emanates from the air vent.
1106,PLAZA ORB / bulletholes,A splatter of bullet holes lines the wall.
1107,PLAZA ORB / bulletholes esprit,esprit the corps afterthought
1108,PLAZA ORB / wheelbarrow,A heap of snow melts in this wheelbarrow.
1109,PLAZA ORB / col do ma ma daqua afterthought,Afterthought when Lena has told you about this cryptid.
1110,PLAZA ORB / trashtutorialone,There are bottles inside. You could pick them up if you had a bag!
1111,PLAZA ORB / trashtutorialtwo,"If you had a bag in your hand, perhaps you could collect these bottles and sell them."
1112,PLAZA ORB / hiddenhangover,A stash of hangover medication!
1113,PLAZA ORB / erotica half light,The book appears to be erotica. But without actual erotica.
1114,PLAZA ORB / boiadeiroculture,The book says you must attain a *franconigerian hardbody*. At the nearest gym.
1115,PLAZA ORB / book jankaus,It takes willpower to even read the author's name: Jan Kaus. From Igaunia.
1116,PLAZA ORB / loos radio city,"You memorize the title: Loos, '87: Radio City. Seems important."
1117,PLAZA / mailbox,A mailbox on the plaza.
1118,PLAZA / THE GARDENER,The Gardener stands on the corner of Whirling and is there to help you navigate the streets of Martinaise. Later it turns out she's a Union spy. You get to know from here that Joyce is in town.
1119,PLAZA / PISSFLAUBERT AND FTW,"Near Kineema, two young gentlemen wishing to introduce Martinaise to the SKULLS brand are idling away, looking at the beast of a motor carriage. It is possible to get their jackets if you succeed the red check."
1120,PLAZA ORB / wearing skullboy jackets,"This what happens when you put either of their jackets on, ya cool cad!"
1121,WORLD / WAITING BENCH,a bench where you (and Kim) can sit and wait for an X amount of time so the player won't get softlocked-stuck in the game for lacking content until daychange!
1122,DOOMED / ELECTRONIC DOORBELL,This is a doorbell intercom that lets you call up all the failed businesses in the Doomed Commercial Area.
1123,DOOMED / CENTRAL FURNACE,This is an industrial oven on the first floor of Doomed. You can interact with it and contact Dicemaker.
1124,DOOMED / BREAKER BOX,"Doomed cellar, breaker box. DONE. 

Get task finished for locate a fridge if you need to plug the fridge back in."
1125,DOOMED / ICE CREAM MAKER,"Doomed cellar, a pistachio green ice cream maker next to the breaker box with a radio computer's filament memory inside. Difficulty: heroic, turns into easy if you've read the note from the Ice Bear Fridge."
1126,DOOMED / ICE BEAR FRIDGE,"1. Has a note inside that points to the frozen ice cream maker that has the filament memory stored inside.
2. Reacting to the fact that there's a giant ice bear fridge still running them a loss.
3. This is where you put the hanged man. If hub reached then this is an instant solution for TASK.find_fridge / If has TASK.find_fridge then this is the solution.
4. The fridge can be turned off from the breaker box."
1127,DOOMED S1 ORB / intercom wires,Intercom wires running into the breaker box.
1128,DOOMED S1 ORB / cellar window,A cellar window: people's feet shuffling by on the street.
1129,DOOMED S1 ORB / frozen ice cream maker,A frozen ice cream maker that's still running.
1130,DOOMED / HIDDEN WEAPONS CACHE,Weapons hidden inside the wall. Kim reacts to the room (revolution etc) and you obtain an antique rifle that it seems to have a bullet in it. Lootable item: antique_rifle. You can get a bullet and compare it with the hanged man's.
1131,DOOMED S1 ORB / old weapons,Two rusty rifles are hidden above the piping; they look inoperable.
1132,DOOMED S1 ORB / more old weapons,Someone has stuck some busted guns beneath the ceiling.
1133,DOOMED S1 ORB / coal chute,The wind howls in from the coal chute above.
1134,DOOMED S1 ORB / regular ice cream maker,"An ice cream maker, defrosted and unplugged."
1135,DOOMED F2 ORB / punchbag,Sand is dripping from a punchbag...
1136,DOOMED F2 ORB / wallbars,Worn-out wallbars. They look unsafe.
1137,DOOMED / BARBELL,You can lift the barbell.
1138,DOOMED F2 ORB / windows,The hallway is blocked by old windowpanes and debris.
1139,DOOMED F2 ORB / fashionthought,But where are the clothes it used to display?
1140,DOOMED / MOODBOARD,"Fortress Accident's whiteboard. Has three sections: game-related concept art, production schedule and Soona's notes."
1141,DOOMED / RADIOCOMPUTER,RADIOCOMPUTER -- WIRRAL UNTETHERED! HEAT DEATH!
1142,DOOMED S1 ORB / strange bookcase,The flashlight casts a strange shadow. There is a hidden doorway here...
1143,DOOMED F2 ORB / shoes,Shoes in a puddle of melting snow.
1144,DOOMED / CURTAINS,"Safety Curtains blocking entrance to Dicemaker. (p.s. they are made of metal not wood, apparently)"
1145,DOOMED / FREQUENCY FIREPLACE,Different radio frequencies cover the fireplace like Kedran mosaic tiles.
1146,DOOMED F2 ORB / slipstreamskis,"Skis with ""Slipstream"" printed on the laminated top layer."
1147,DOOMED F2 ORB / taxiempathy,Poor animals. No rest for their bodies after death.
1148,DOOMED F2 ORB / slipstreamblades,"Steel rotor blades bearing a ""Slipstream"" logo."
1149,DOOMED S1 ORB / frozen ice cream maker melting,This ice cream maker has been turned off and is slowly melting.
1150,DOOMED F2 ORB / conceptstream,Slipstream conceptualizing
1151,DOOMED F2 ORB / taxidermy,"Wild animals stare at you in the dark, stuffed and mounted."
1152,DOOMED F2 ORB / mannequin,A naked mannequin torso. A strange yellow colour.
1153,DOOMED F2 ORB / windowslogic,"Looks like the remains of the ""24h Window"" repair shop."
1154,DOOMED F2 ORB / demijohn,A large demijohn full of strange liquid...
1155,DOOMED F2 ORB / demijohn electrochemistry,Is it potable?
1156,DOOMED F2 ORB / demijohn smell,The liquid has a chemical smell. It burns your nose hair.
1157,KIM SWITCH / DOOMED,After breaking down the back door in the bookstore you and Kim discover yourself in a gym.
1158,DOOMED F2 ORB / weightlifting bench,Smells like leather and sweat.
1159,DOOMED F2 ORB / contact mike poster,"Is this Contact Mike, the boxing champion?"
1160,DOOMED F2 ORB / blue velvet,"Blue velvet, soft to the touch. Moth-bitten."
1161,DOOMED F2 ORB / velvetlogic,Is this Emma's Atelier?
1162,DOOMED F2 ORB / skis in the corner,Airship rotors covered in spider webs. They remind you of blades.
1163,DOOMED F2 ORB / fortress accident,Scribbled across a notebook: 'Developers of the most advanced RPG in the universe.'
1164,KIM SWITCH / FORTRESS ACCIDENT,Kim talks to you about Fortress Accident.
1165,DOOMED F2 ORB / floorboards,The floorboards creak.
1166,DOOMED F2 ORB / shoes logic,Does someone live here?
1167,INVENTORY / NOTE FROM THE FRIDGE,Read the note you found from the giant ice bear fridge in the doomed commercial area.
1168,DOOMED / DICEMAKER,New thought: The Precarious World
1169,KIM SWITCH / flashlight,Fires when you remain in the dark with Kim
1170,DOOMED S1 ORB / collapsedwall,The wall collapsed. It's inaccessible now.
1171,DOOMED S1 / KIM WEAPON CACHE barks,Spoken when entering the hidden weapon cache with Kim
1172,DOOMED F2 ORB / gymposter,The poster says: '*Citius* *Fortis*...' The rest is worn off.
1173,DOOMED F2 / door closed,The store on the other side is closed for the night. Come back tomorrow?
1174,DOOMED F2 ORB / dice,This tray is full of dice -- colourful polyhedral dice. Hundreds of them.
1175,DOOMED F2 ORB / container,The candy dispenser has been repurposed to contain thousands of dice.
1176,WHIRLING F1 / HORSE FACED WOMAN,Horse-Faced-Woman (Minot)
